API Number,Operator,Well Name,Well Number,Northing,Easting,Well Status,Class,Total Depth,Datum Elevation,Datum Type,State,County,Country,Field,Basin,Lease Name,Ground Elevation,Plugback Depth,Spud Date,Completion Date,Common Well Name,Legal Survey Type,Location,Geog. Proj.
490251055200,U.S. DOE,NPR-3,65-S-3-FP,958493.1,802311.6,PR,O,502,5160,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5156,,1978-01-07,,65-S-3-FP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 ,"All Coordinates in Wyoming East Central State Plane, NAD 2254"
490251055300,U.S. DOE,NPR-3,72-8-StX-3,960411,803043.1,PR,O,3157,5164,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5153,,1977-12-28,,72-8-STX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 ,"All Coordinates in Wyoming East Central State Plane, NAD 2255"
490251055400,U.S. DOE,NPR-3,81-S-3,961025.8,803585.6,PR,O,704,5123,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5119,,1978-01-09,,81-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 ,"All Coordinates in Wyoming East Central State Plane, NAD 2256"
490251055500,U.S. DOE,NPR-3,83-SX-3,959631.9,803458.6,PR,O,576,5118,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5114,,1978-01-07,,83-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 ,"All Coordinates in Wyoming East Central State Plane, NAD 2257"
490251055600,U.S. DOE,NPR-3,14-S-2,959047.2,804295.1,PA,,648,5126,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5121,,1978-01-16,,14-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 2258"
490251055700,U.S. DOE,NPR-3,24-SX-2,959079.9,805164.7,PR,,775,5134,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5131,,1978-01-19,,24-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 2259"
490251055800,U.S. DOE,NPR-3,85-S-3,958500.8,803628.5,PR,O,550,5136,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5132,,1978-01-21,,85-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 ,"All Coordinates in Wyoming East Central State Plane, NAD 2260"
490251056000,Mammoth Production,NPR-3,304-A-28,968752,794270,PA,,2935,5074.7,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,0,,1923-08-02,,304-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28,"All Coordinates in Wyoming East Central State Plane, NAD 2261"
490251056100,U.S. DOE,NPR-3,88-AX-33,961348.8,798117.2,PR,O,3115,5174,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5164,,1978-01-14,,88-AX-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33,"All Coordinates in Wyoming East Central State Plane, NAD 2262"
490251056200,U.S. DOE,NPR-3,18-SX-2,956346.3,804262,PR,,604,5138,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5134,,1978-01-29,,18-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 2263"
490251056300,U.S. DOE,NPR-3,25-SX-2,958551.4,805087,PR,,4224,5148,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5136,,1978-01-23,,25-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 2264"
490251056400,U.S. DOE,NPR-3,26-S-2,957838.6,805000.1,PR,,690,5146,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5142,,1978-01-25,,26-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 2265"
490251056500,U.S. DOE,NPR-3,27-SX-2,957135.9,804874.7,PR,,678,5151,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147,648,1978-01-27,1/28/78,27-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 2266"
490251056700,U.S. DOE,NPR-3,21-S-11,955886.3,804931,PR,O,677,5161,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5157,656,1978-01-31,2/2/78,21-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2267"
490251056800,U.S. DOE,NPR-3,41-A-34,966199.1,800915.5,PA,I,3149,5074,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5063,,1978-01-26,,41-A-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 ,"All Coordinates in Wyoming East Central State Plane, NAD 2268"
490251056900,U.S. DOE,NPR-3,72-S-10,955224.6,803002.6,PR,O,482,5177,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5174,,1978-02-06,,72-S-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 2269"
490251057000,U.S. DOE,NPR-3,74-S-10,953908.2,803025.6,PA,O,465,5187,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5183,,1978-02-11,,74-S-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 2270"
490251057100,U.S. DOE,NPR-3,14-SX-11,954008.6,804434.6,PA,,580,5187,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5183,,1978-02-13,,14-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2271"
490251057200,U.S. DOE,NPR-3,22-S-11,955202.3,804982.4,PR,O,655,5171,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5168,,1978-02-02,,22-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2272"
490251057300,U.S. DOE,NPR-3,23-S-11,954570.1,804979.2,PA,O,675,5178,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5175,,1978-02-04,,23-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 2273"
490251057400,U.S. DOE,NPR-3,55-AX-33,963192.6,796344.9,PA,O,3084,5197,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5187,,1978-02-01,,55-AX-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33,"All Coordinates in Wyoming East Central State Plane, NAD 2274"
490251057500,Mammoth Production,NPR-3,303-A-21,972644.1,793533.3,PA,,2802,4991,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4991,,1923-07-12,,303-A-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 ,"All Coordinates in Wyoming East Central State Plane, NAD 2275"
490251057600,Mammoth Production,NPR-3,302-A-27,966849.9,799065.1,PA,,2954,5070.38,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5070.38,0,1923-09-21,1/20/24,302-A-27,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 27 ,"All Coordinates in Wyoming East Central State Plane, NAD 2276"
490251057700,Mammoth Production,NPR-3,205-A-28,969355.6,793570.5,PA,,2872,5018,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,,,1923-09-01,,205-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28,"All Coordinates in Wyoming East Central State Plane, NAD 2277"
490251057800,U.S. DOE,NPR-3,16-1-SX-2,957973.1,804534,PR,O,3225,5123,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5113,,1977-09-23,,16-1-SX-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 2278"
490251057900,U.S. DOE,NPR-3,73-S-15,949319.5,803199.8,PR,O,695,5251,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5251,,1977-02-18,,73-S-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15,"All Coordinates in Wyoming East Central State Plane, NAD 2279"
490251058000,U.S. DOE,NPR-3,25-SX-11,953401.4,805135.8,PR,O,615,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5167,,1978-02-15,,25-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2280"
490251058100,U.S. DOE,NPR-3,27-S-11-WP,951951.1,805056.1,PA,O,695,5199,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5195,,1978-02-17,,27-S-11-WP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2281"
490251058200,U.S. DOE,NPR-3,38-SX-11,951324.7,805673,PR,O,755,5208,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5204,,1978-02-21,,38-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2282"
490251058300,U.S. DOE,NPR-3,75-AX-29,968940.4,792325.4,PA,I,3010,5042,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5032,,1978-02-08,,75-AX-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29,"All Coordinates in Wyoming East Central State Plane, NAD 2283"
490251058400,U.S. DOE,NPR-3,34-ShX-33,964215.5,795200,PA,,2600,5184,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5174,,1978-02-14,2/21/78,34-SHX-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 ,"All Coordinates in Wyoming East Central State Plane, NAD 2284"
490251058500,U.S. DOE,NPR-3,11-SX-11,955862.8,804259.3,PA,,575,5158,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5158,529,1977-02-28,3/3/78,11-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2285"
490251058600,U.S. DOE,NPR-3,45-SX-11,953349.8,806421.9,PR,O,856,5190,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5186,,1978-02-27,,45-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2286"
490251058700,U.S. DOE,NPR-3,47-SX-11,952004.3,806366.7,PR,O,870,5206,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5202,,1978-02-24,,47-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2287"
490251058800,Mammoth Production,NPR-3,303-A-27,967483,799088.9,PA,,2987,5065.6,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5060.6,,1923-09-12,,303-A-27,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 27,"All Coordinates in Wyoming East Central State Plane, NAD 2288"
490251058900,U.S. DOE,NPR-3,71-StX-10,955785.8,803024.3,PA,O,1357,5172,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5162,,1978-02-24,,71-STX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 2289"
490251059000,U.S. DOE,NPR-3,56-SX-11,952579.7,807252.2,PA,O,965,5225,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5221,,1978-03-02,,56-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2290"
490251059100,U.S. DOE,NPR-3,67-SX-11,951911.7,807770.4,PR,O,1108,5247,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5243,,1978-03-04,,67-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2291"
490251059200,U.S. DOE,NPR-3,58-SX-14,946629.8,807557.6,PR,O,4635,5320,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5310,1114,1978-02-13,3/12/78,58-SX-14,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 14 ,"All Coordinates in Wyoming East Central State Plane, NAD 2292"
490251059300,Mammoth Production,NPR-3,103-A-29,969823.5,790971,PA,,2850,4987.5,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,0,,1923-04-18,,103-A-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 ,"All Coordinates in Wyoming East Central State Plane, NAD 2293"
490251059400,Mammoth Production,NPR-3,111-A-29,969332.9,792857.6,PA,,2901,5027.5,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5024.6,,1923-10-07,,111-A-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29,"All Coordinates in Wyoming East Central State Plane, NAD 2294"
490251059500,Mammoth Production,NPR-3,201-A-33,965073.6,794723.3,PA,,3029,5150.5,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5150.5,,1923-09-04,,201-A-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33,"All Coordinates in Wyoming East Central State Plane, NAD 2295"
490251059600,U.S. DOE,NPR-3,63-AX-29,970261.3,792235.4,PA,I,3060,4993,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4983,,1978-02-19,,63-AX-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 ,"All Coordinates in Wyoming East Central State Plane, NAD 2296"
490251059700,U.S. DOE,NPR-3,36-SX-11-WP,952511.3,805697,PR,O,765,5179,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5175,,1978-02-20,,36-SX-11-WP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2297"
490251059800,U.S. DOE,NPR-3,33-MX-10,954483,800470.8,PR,O,4040,5232,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5222,,1978-03-15,,33-MX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 ,"All Coordinates in Wyoming East Central State Plane, NAD 2298"
490251059900,U.S. DOE,NPR-3,52-SX-14,950036.9,807191.6,PA,O,975,5227,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5223,933,1978-03-12,3/11/78,52-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2299"
490251060000,U.S. DOE,NPR-3,51-ShX-15,950672.7,801678.9,PA,,2323,5233,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5223,,1978-03-10,3/14/78,51-SHX-15,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 15 ,"All Coordinates in Wyoming East Central State Plane, NAD 2300"
490251060100,U.S. DOE,NPR-3,58-SX-11,951275.8,807154.5,PR,O,966,5223,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5219,,1978-03-07,,58-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2301"
490251060200,U.S. DOE,NPR-3,41-S-14,950683.7,806481,PR,O,868,5215,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5211,846,1978-03-10,,41-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2302"
490251060300,U.S. DOE,NPR-3,74-SX-14,948770.8,808613.1,PR,O,1285,5316,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5312,1255,1978-03-18,3/22/78,74-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2303"
490251060400,U.S. DOE,NPR-3,84-S-14,948800,809061.9,PR,O,1375,5318,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5314,1351,1978-03-14,3/18/78,84-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2304"
490251060600,U.S. DOE,NPR-3,17-S-34,962216.2,798973,PA,O,761,5160,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5150,,1978-03-17,,17-S-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34,"All Coordinates in Wyoming East Central State Plane, NAD 2305"
490251060700,U.S. DOE,NPR-3,81-S-4,960898.6,798458,PA,O,2454,5179,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5169,,1978-03-24,3/28/78,81-S-4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 4 ,"All Coordinates in Wyoming East Central State Plane, NAD 2306"
490251060800,U.S. DOE,NPR-3,86-SX-14,947462.5,809061.3,PA,O,1455,5372,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5369,1410,1978-03-23,4/5/78,86-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2307"
490251060900,U.S. DOE,NPR-3,71-DX-15,950558.1,803439.4,PA,,3963,5259,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5249,,1978-03-30,,71-DX-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15,"All Coordinates in Wyoming East Central State Plane, NAD 2308"
490251061000,U.S. DOE,NPR-3,56-TpX-10,952172.4,802051.7,PS,O,5536,5212,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5202,,1978-04-08,,56-TPX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 ,"All Coordinates in Wyoming East Central State Plane, NAD 2309"
490251061100,U.S. DOE,NPR-3,55-SX-14,948226.2,807029,PR,O,1080,5292.5,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5288,1058,1978-04-21,4/23/78,55-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2310"
490251061200,U.S. DOE,NPR-3,76-SX-14,947640,808401,PR,O,1300,5336,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5332,1283,1978-04-06,4/12/78,76-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2311"
490251061300,U.S. DOE,NPR-3,22-ShX-11,955108.4,804749.9,PA,,2450,5176,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5166,,1978-04-19,,22-SHX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 2312"
490251061400,U.S. DOE,NPR-3,64-S-14,948711.3,807683.1,PR,O,1180,5299,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5295,1148,1978-04-16,4/19/78,64-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2313"
490251061500,U.S. DOE,NPR-3,63-SX-14,949320.4,807786.5,PR,O,1105,5257,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5253,1088,1978-04-13,4/16/78,63-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2314"
490251061700,U.S. DOE,NPR-3,35-ShX-34,963602.8,800101.1,PR,O,2118,5115,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5105,,1978-05-25,,35-SHX-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 ,"All Coordinates in Wyoming East Central State Plane, NAD 2315"
490251061800,U.S. DOE,NPR-3,34-StX-10,953690.8,800160.4,PR,O,2325,5254,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5244,,1978-04-06,,34-STX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 2316"
490251061900,U.S. DOE,NPR-3,32-SX-14,950013,805955,PR,O,806,5213,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5209,782,1978-05-02,5/4/78,32-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2317"
490251062000,U.S. DOE,NPR-3,35-S-14,948100.1,805839.9,PR,O,880,5250,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5246,839,1978-04-23,4/24/78,35-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2318"
490251062100,U.S. DOE,NPR-3,54-S-14,948726.7,807082.6,PR,O,1025,5272,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5268,1004,1978-04-19,4/21/78,54-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2319"
490251062200,U.S. DOE,NPR-3,52-SX-15,949878.2,801957.4,PR,O,655,5244,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5240,,1978-05-26,,52-SX-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15,"All Coordinates in Wyoming East Central State Plane, NAD 2320"
490251062300,U.S. DOE,NPR-3,61-SX-15,950534.3,802515.1,PR,O,578,5225,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5221,,1978-05-28,,61-SX-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15,"All Coordinates in Wyoming East Central State Plane, NAD 2321"
490251062400,U.S. DOE,NPR-3,65-S-15,948003.3,802595.6,PA,,889,5293,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5289,,1978-05-10,,65-S-15,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 15 ,"All Coordinates in Wyoming East Central State Plane, NAD 2322"
490251062500,U.S. DOE,NPR-3,83-SX-15,949357.3,803785.1,PR,O,670,5269,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5265,,1978-05-16,,83-SX-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15,"All Coordinates in Wyoming East Central State Plane, NAD 2323"
490251062600,Mammoth Production,NPR-3,402-A-28,966855.7,798264.3,PA,,2912,5085.7,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,0,,1923-06-22,,402-A-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 ,"All Coordinates in Wyoming East Central State Plane, NAD 2324"
490251062700,U.S. DOE,NPR-3,23-ShX-33,964701.9,794184.6,PR,O,2350,5173,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5163,,1978-04-27,5/4/78,23-SHX-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33,"All Coordinates in Wyoming East Central State Plane, NAD 2325"
490251062900,U.S. DOE,NPR-3,55-SX-10,953386.8,801656.4,PA,O,436,5206,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5202,,1978-06-05,,55-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 2326"
490251063000,U.S. DOE,NPR-3,65-S-10,953253,802423,PR,O,433,5197,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5193,,1978-06-11,,65-S-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 2327"
490251063100,U.S. DOE,NPR-3,14-SX-14,948761.6,804530.9,PR,O,670,5216,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5212,640,1978-05-31,6/1/78,14-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2328"
490251063200,U.S. DOE,NPR-3,16-S-14,947422.2,804441.3,PA,O,825,5250,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5246,775,1978-05-22,5/23/78,16-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2329"
490251063300,U.S. DOE,NPR-3,21-S-14,950696,805174.7,PR,O,725,5236,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5232,688,1978-05-24,5/25/78,21-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2330"
490251063400,U.S. DOE,NPR-3,23-SX-14,949402.1,805142.6,PR,O,785,5206,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5202,669,1978-05-12,5/13/78,23-SX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14,"All Coordinates in Wyoming East Central State Plane, NAD 2331"
