API Number,Operator,Well Name,Well Number,Northing,Easting,Well Status,Class,Total Depth,Datum Elevation,Datum Type,State,County,Country,Field,Basin,Lease Name,Ground Elevation,Plugback Depth,Spud Date,Completion Date,Common Well Name,Legal Survey Type,Location,Geog. Proj.
490251039700,U.S. DOE,NPR-3,34-A-21,974652.3,794810.9,PA,I,2914,4921,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4911,,1977-07-08,,34-A-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 ,"All Coordinates in Wyoming East Central State Plane, NAD 1927"
490250631800,U.S. DOE,NPR-3,82-S-14,950092,808959.2,PR,O,1286,5293,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5288,,1962-07-04,7/6/62,82-S-14,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 14 ,"All Coordinates in Wyoming East Central State Plane, NAD 1928"
490250632200,U.S. DOE,NPR-3,71-SX-14,950778.6,808258.9,PR,O,3052,5247,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5259,3052,1959-08-19,,71-SX-14,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 14 ,"All Coordinates in Wyoming East Central State Plane, NAD 1929"
490250632500,U.S. DOE,NPR-3,48-S-11,951369.6,806496.9,PR,O,762,5192,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5187,,1963-07-12,,48-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1930"
490250632600,U.S. DOE,NPR-3,88-St-11,951458.9,809057.2,PR,O,2988,5289,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5279,,1958-10-28,,88-ST-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1931"
490250632700,U.S. DOE,NPR-3,68-SX-11,951489.5,807735.2,PR,O,1031,5226,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5221,,1962-07-06,,68-SX-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1932"
490250632800,U.S. DOE,NPR-3,57-S-11,952038.5,807051.6,PR,O,921,5219,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5213,,1961-08-01,,57-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1933"
490250632900,U.S. DOE,NPR-3,77-SX-11,952091.8,808321.5,PR,O,1201,5262,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5258,,1959-08-15,,77-SX-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1934"
490250633200,U.S. DOE,NPR-3,86-S-11,952745,808947.2,PR,O,1350,5299,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5295,,1959-08-08,,86-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1935"
490250633400,U.S. DOE,NPR-3,66-S-11,952700.9,807660.2,PR,O,1087,5243,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5238,,1960-03-05,,66-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1936"
490250633800,U.S. DOE,NPR-3,74-CMX-10-WD,953598.2,802788,AI,O,6864,5195,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5184,,1951-12-28,,74-CMX-10-WD,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 ,"All Coordinates in Wyoming East Central State Plane, NAD 1937"
490250633900,U.S. DOE,NPR-3,75-S-11,953395.6,808280.8,PR,O,1239,5257,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5252,,1960-03-02,,75-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1938"
490250634000,U.S. DOE,NPR-3,55-S-11,953294.8,807006.8,PR,O,882,5207,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5201,,1961-08-03,,55-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1939"
490250634100,U.S. DOE,NPR-3,65-S-11,953347.9,807654.9,PA,O,1026,5232,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5227,,1960-03-08,,65-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1940"
490250634300,U.S. DOE,NPR-3,24-S-11,953956.5,805074.9,PR,O,562,5173,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5168,,1963-07-15,,24-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1941"
490250634600,U.S. DOE,NPR-3,44-S-11,953957.3,806350.2,PR,O,745,5182,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5177,,1962-07-08,,44-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1942"
490250634800,U.S. DOE,NPR-3,64-S-11,954021,807643.8,PR,O,1001,5221,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5216,,1964-07-25,,64-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1943"
490250634900,U.S. DOE,NPR-3,54-S-11,953957.4,806998.2,PR,O,867,5203,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5198,,1960-03-10,,54-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1944"
490250635000,U.S. DOE,NPR-3,34-S-11,953985.5,805699.3,PR,O,661,5183,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5178,,1962-07-09,,34-S-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 ,"All Coordinates in Wyoming East Central State Plane, NAD 1945"
490250635800,U.S. DOE,NPR-3,53-S-11,954626.6,806985.3,PR,O,873,5198,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5192,,1961-08-05,,53-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1946"
490250636000,U.S. DOE,NPR-3,33-S-11,954658.5,805625.9,PR,O,710,5176,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5171,,1962-07-10,,33-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1947"
490250636100,U.S. DOE,NPR-3,43-S-11,954606.1,806265.6,PR,O,751,5182,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5177,,1962-07-11,,43-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1948"
490250636200,U.S. DOE,NPR-3,63-S-11,954711.2,807623.1,PR,O,992,5214,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5209,,1964-07-23,,63-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1949"
490250636500,U.S. DOE,NPR-3,32-S-11,955294.9,805695.7,PR,O,717,5166,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5161,,1962-07-12,,32-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1950"
490250636700,U.S. DOE,NPR-3,42-S-11,955285,806326.8,PR,O,813,5177,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5172,,1961-08-01,,42-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1951"
490250637300,U.S. DOE,NPR-3,52-S-11,955311.6,806963,PR,O,868,5191,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5186,,1962-06-30,,52-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1952"
490250637500,U.S. DOE,NPR-3,61-S-11,956010.4,807675.4,PR,O,1012,5204,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5199,986,1964-07-22,7/23/64,61-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1953"
490250637600,U.S. DOE,NPR-3,31-S-11,955925.9,805694,PA,O,760,5163,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5157,,1961-08-09,8/10/61,31-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1954"
490250638000,U.S. DOE,NPR-3,41-SX-11,955869.7,806275.4,PR,O,785,5159,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5157,,1962-07-13,7/14/62,41-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1955"
490250638200,Mammoth Production,NPR-3,101-Sh-10,955763.6,799120.5,PA,,3250,5257,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5247,124,1923-04-28,5/12/23,101-SH-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10,"All Coordinates in Wyoming East Central State Plane, NAD 1956"
490250638400,U.S. DOE,NPR-3,51-S-11,956063.9,806951,PR,O,920,5182,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5176,0,1961-08-07,8/8/61,51-S-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11,"All Coordinates in Wyoming East Central State Plane, NAD 1957"
490250638800,U.S. DOE,NPR-3,68-S-2,956671.2,807589,PA,,1055,5206,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5201,,1964-07-20,,68-S-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 1958"
490250639100,U.S. DOE,NPR-3,38-S-2,956626.4,805735,PA,,807,5151,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5146,,1962-06-13,,38-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1959"
490250639200,U.S. DOE,NPR-3,48-S-2,956569.3,806352.8,PR,,813,5174,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5168,785,1961-08-10,,48-S-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 1960"
490250639400,U.S. DOE,NPR-3,28-SX-2,956624,804978.1,PR,,1003,5152,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147,,1963-07-08,,28-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1961"
490250639500,U.S. DOE,NPR-3,58-S-2,956474.8,806903.6,PA,,925,5189,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5184,,1962-06-24,,58-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1962"
490250639700,U.S. DOE,NPR-3,67-S-2,957283,807648.7,PR,,1080,5212,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5207,,1964-07-19,,67-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1963"
490250639900,Harpel John P Jr.,GOVT 1,GOVT 1,956977.8,797225.2,PA,,3445,5327,KB,Wyoming,Natrona,U.S.A.,Wildcat,Powder River,GOVT,5322,0,1956-11-18,4/12/57,,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 4 ,"All Coordinates in Wyoming East Central State Plane, NAD 1964"
490250640200,U.S. DOE,NPR-3,47-S-2,957221.3,806315.4,PA,,775,5175,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5170,,1962-06-28,,47-S-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 1965"
490250640500,U.S. DOE,NPR-3,57-S-2,957237,806950.6,PR,,965,5205,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5200,,1961-08-03,,57-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1966"
490250640600,U.S. DOE,NPR-3,37-S-2,957188.4,805545.4,PA,,715,5159,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5154,,1962-06-21,,37-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1967"
490250641300,U.S. DOE,NPR-3,66-S-2,957921.8,807551.8,PR,,1085,5209,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5204,1061,1964-07-17,,66-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1968"
490250641500,U.S. DOE,NPR-3,46-S-2,957865.6,806091,PA,,830,5156,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5150,,1961-08-12,,46-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1969"
490250641800,U.S. DOE,NPR-3,36-S-2,957867.1,805615.4,PR,,738,5143,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5138,,1962-06-22,,36-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1970"
490250641900,U.S. DOE,NPR-3,56-S-2,957890.5,806895.5,PR,,942,5179,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5174,,1962-06-23,,56-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1971"
490250642200,U.S. DOE,NPR-3,2-S-3,958898.3,800985.3,PA,,355,5166,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5166,,1917-12-22,1/7/18,2-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 ,"All Coordinates in Wyoming East Central State Plane, NAD 1972"
490250642400,U.S. DOE,NPR-3,45-S-2,958513.6,806238.2,PR,,875,5149,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5144,,1962-07-14,,45-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1973"
490250642500,U.S. DOE,NPR-3,1-Tp-3,958806.2,799858,PA,,5662,5226,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5216,,1953-01-10,,1-TP-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  ,"All Coordinates in Wyoming East Central State Plane, NAD 1974"
490250642600,U.S. DOE,NPR-3,65-S-2,958572.6,807608.8,PR,O,1100,5204,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5199,,1964-07-16,,65-S-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 1975"
490250643300,U.S. DOE,NPR-3,54-S-2,959156.1,806727,PA,,1045,5169,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,6164,,1960-03-12,,54-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1976"
490250644000,U.S. DOE,NPR-3,34-S-2,959158.8,805574.7,PR,,780,5130,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5125,,1962-07-15,,34-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1977"
490250644100,U.S. DOE,NPR-3,35-S-2,958519.2,805614.2,PR,,790,5139,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5133,,1961-08-13,,35-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1978"
490250644200,U.S. DOE,NPR-3,44-S-2,959157,806190,PA,,948,5146,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5142,,1959-08-04,,44-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1979"
490250644400,U.S. DOE,NPR-3,64-S-2,959197.4,807581.3,PR,,1135,5209,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5204,,1964-07-27,,64-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1980"
490250644600,U.S. DOE,NPR-3,33-S-2,959748.4,805579.2,PA,,806,5128,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5119,780,1960-03-14,,33-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1981"
490250645000,U.S. DOE,NPR-3,23-S-2,959824,804929.5,PA,,680,5131,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5126,,1962-07-16,,23-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1982"
490250645200,U.S. DOE,NPR-3,53-ShX-2,959764.7,806844.9,PR,,986,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5165,,1963-07-16,,53-ShX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1983"
490250645500,U.S. DOE,NPR-3,63-S-2,959804.8,807558,PA,,1140,5186,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5181,,1964-05-23,,63-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1984"
490250646100,Mammoth Production,NPR-3,201-A-2,960085,804987.2,PA,,2660,5121.54,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,,,1922-09-15,,201-A-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1985"
490250646400,U.S. DOE,NPR-3,42-SX-2,960257.6,806240.3,PR,,1300,5150,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5142,,1964-07-14,,42-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1986"
490250646800,U.S. DOE,NPR-3,32-S-2,960453.1,805586.8,PA,,840,5126,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5122,,1959-07-31,,32-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1987"
490250647200,U.S. DOE,NPR-3,22-S-2,960424.4,804925,PR,,702,5121,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5115,,1961-08-14,,22-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1988"
490250647700,U.S. DOE,NPR-3,41-SX-2,960842.5,806121.7,PR,,862,5140,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5135,,1963-07-19,,41-SX-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 1989"
490250647900,U.S. DOE,NPR-3,11-SX-2,961057.4,804380.5,PR,,715,5105,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5100,,1961-08-05,,11-SX-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1990"
490250648000,U.S. DOE,NPR-3,31-S-2,961095.5,805586.7,PA,,860,5123,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5118,,1960-03-16,,31-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1991"
490250648100,U.S. DOE,NPR-3,21-S-2,961081.2,804922.9,PR,,719,5116,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5111,,1962-07-17,,21-S-2,CONGRESS,TWP:      - Range:      - Sec.   ,"All Coordinates in Wyoming East Central State Plane, NAD 1992"
490250648900,Mammoth Production,NPR-3,201-A-3,958768.4,798924.1,PA,,3110,5215,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,,,1922-09-02,2/18/23,201-A-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 2  ,"All Coordinates in Wyoming East Central State Plane, NAD 1993"
490250649100,U.S. DOE,NPR-3,38-S-35,961739.7,805569.1,PR,O,837,5119,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5114,,1963-07-20,,38-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 1994"
490250649200,U.S. DOE,NPR-3,48-SX-35,961686.3,806134.1,PR,O,946,5128,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5123,,1964-07-14,,48-SX-35,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 ,"All Coordinates in Wyoming East Central State Plane, NAD 1995"
490250649300,U.S. DOE,NPR-3,18-S-35,961721,804285.5,PR,O,745,5112,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5107,,1962-07-18,,18-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 1996"
490250649800,U.S. DOE,NPR-3,28-S-35,961734.7,804940.8,PR,O,861,5113,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5103,,1958-11-07,,28-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 1997"
490250650200,U.S. DOE,NPR-3,17-S-35,962363.7,804257.2,PR,O,815,5101,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5096,,1962-07-19,,17-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 1998"
490250650400,U.S. DOE,NPR-3,37-StX-35,962357.1,805452.8,PA,O,2619,5113,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5108,,1963-07-22,,37-STX-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 1999"
490250650600,U.S. DOE,NPR-3,27-S-35,962349.9,804900.1,PR,O,897,5105,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5101,,1959-07-28,,27-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 2000"
490250650800,U.S. DOE,NPR-3,47-S-35,962419.3,806233.1,PR,O,1055,5133,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5123,1033,1958-11-03,,47-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 2001"
490250651100,U.S. DOE,NPR-3,87-S-34,962359.5,803602.8,PR,O,783,5102,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5097,,1961-08-06,,87-S-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34,"All Coordinates in Wyoming East Central State Plane, NAD 2002"
490250651600,U.S. DOE,NPR-3,26-S-35,962991.9,804931,PR,O,977,5101,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,9096,,1960-03-18,,26-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 2003"
490250651700,U.S. DOE,NPR-3,76-S-34,962977.4,802885.1,PR,O,713,5092,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5087,,1961-08-07,,76-S-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 ,"All Coordinates in Wyoming East Central State Plane, NAD 2004"
490250651800,U.S. DOE,NPR-3,16-S-35,963030,804277.7,PR,O,913,5096,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5091,,1960-03-20,,16-S-35,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 35,"All Coordinates in Wyoming East Central State Plane, NAD 2005"
490250652600,U.S. DOE,NPR-3,1-Tp-33,964030.5,797367.5,PA,O,5549,5160,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147,,1952-05-07,,1-TP-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 ,"All Coordinates in Wyoming East Central State Plane, NAD 2006"
