WLBR_ID,Company,Field_Name,Lat,Lon,Yr,OEB,Oil_BBLS,Gas_OEB,Gas_KCF,Days_Tot,Water_Tot,FM AGE,Formation,Oil_Gravity,,,,,,
2507771,FDL OPERATING LLC,SALT CREEK,43.400554,-106.296567,2000,613,575,38,230,366,24711,Cret. Upr,WALL CREEK,,,,,,,
2507772,FDL OPERATING LLC,SALT CREEK,43.400691,-106.296499,2000,5603,5251,352,2110,366,373529,Cret. Upr,WALL CREEK-2,,,,,,,
2507777,FDL OPERATING LLC,SALT CREEK,43.400653,-106.294509,2000,2520,2362,158,950,366,250615,Cret. Upr,WALL CREEK,,,,,,,
2507781,FDL OPERATING LLC,SALT CREEK,43.411899,-106.307783,2000,11255,11255,0,0,366,3769505,Penn,TENSLEEP,,,,,,,
2507783,FDL OPERATING LLC,SALT CREEK,43.400935,-106.282132,2000,1160,1087,73,435,366,139163,Cret. Upr,WALL CREEK,,,,,,,
2507792,RELIABLE OIL & GAS INC,SMOKY GAP,43.400418,-106.439755,2000,52,52,0,0,23,0,Cret. Upr,NIOBRARA,33.3,,,,,,
2507800,FDL OPERATING LLC,SALT CREEK,43.401290,-106.300588,2000,0,0,0,0,792,0,Cret. Upr,WALL CREEK,,,,,,,
2507830,FDL OPERATING LLC,SALT CREEK,43.404279,-106.286665,2000,1530,1434,96,578,366,299025,Cret. Upr,WALL CREEK,,,,,,,
2507832,FDL OPERATING LLC,SALT CREEK,43.402135,-106.287423,2000,1568,1470,98,590,366,248149,Cret. Upr,WALL CREEK,,,,,,,
2507839,FDL OPERATING LLC,SALT CREEK,43.401930,-106.307206,2000,4566,4278,288,1725,366,382233,Jurassic,SUNDANCE-3,,,,,,,
2507841,FDL OPERATING LLC,SALT CREEK,43.402098,-106.309179,2000,1843,1843,0,0,366,1729725,Penn,TENSLEEP,,,,,,,
2507844,FDL OPERATING LLC,SALT CREEK,43.402107,-106.306707,2000,2664,2496,168,1008,366,96428,Cret. Upr,WALL CREEK,,,,,,,
2507847,FDL OPERATING LLC,SALT CREEK,43.402087,-106.294238,2000,2380,2231,149,895,366,227136,Cret. Upr,WALL CREEK-2,,,,,,,
2507850,FDL OPERATING LLC,SALT CREEK,43.402514,-106.249259,2000,1996,1826,170,1021,366,307044,Cret. Upr,WALL CREEK-2,,,,,,,
2507852,FDL OPERATING LLC,SALT CREEK,43.402151,-106.311486,2000,0,0,0,0,990,0,Cret. Upr,WALL CREEK,,,,,,,
2507858,FDL OPERATING LLC,SALT CREEK,43.402180,-106.285610,2000,0,0,0,0,990,0,Cret. Upr,WALL CREEK-2,,,,,,,
2507869,FDL OPERATING LLC,SALT CREEK,43.402314,-106.290215,2000,0,0,0,0,990,0,Cret. Upr,WALL CREEK,,,,,,,
2507870,FDL OPERATING LLC,SALT CREEK,43.402298,-106.283939,2000,883,827,56,334,366,70803,Cret. Upr,WALL CREEK,,,,,,,
2507875,FDL OPERATING LLC,SALT CREEK,43.402600,-106.286210,2000,1786,1672,114,682,983,303,Cret. Lwr,MUDDY,,,,,,,
2507878,FDL OPERATING LLC,SALT CREEK,43.402332,-106.270640,2000,4195,3837,358,2147,366,548833,Cret. Upr,WALL CREEK-2,,,,,,,
2507883,FDL OPERATING LLC,SALT CREEK,43.402925,-106.306098,2000,12255,12255,0,0,366,4611639,Penn,TENSLEEP,,,,,,,
2507884,FDL OPERATING LLC,SALT CREEK,43.403117,-106.303069,2000,852,798,54,321,366,55280,Cret. Upr,WALL CREEK,,,,,,,
2507887,RELIABLE OIL & GAS INC,SMOKY GAP,43.402890,-106.419938,2000,77,77,0,0,268,0,Cret. Upr,NIOBRARA,2.8,,,,,,
2507888,FDL OPERATING LLC,SALT CREEK,43.403561,-106.313504,2000,6346,5965,381,2284,366,549073,Cret. Upr,WALL CREEK-2,,,,,,,
2507897,FDL OPERATING LLC,SALT CREEK,43.410308,-106.309720,2000,1141,1072,69,416,366,80063,Cret. Upr,WALL CREEK-2,,,,,,,
2507901,FOSSIL ENERGY INC,SALT CREEK WEST,43.402864,-106.361009,2000,39,39,0,0,92,43,Cret. Upr,WALL CREEK-2,2.7,,,,,,
2507911,FOSSIL ENERGY INC,SALT CREEK,43.403002,-106.332210,2000,28,28,0,0,57,0,Cret. Upr,NIOBRARA,,,,,,,
2507919,FDL OPERATING LLC,SALT CREEK,43.410258,-106.329497,2000,1881,1767,114,683,366,90219,Cret. Upr,WALL CREEK-2,,,,,,,
2507928,FDL OPERATING LLC,SALT CREEK,43.402294,-106.275484,2000,7146,6537,609,3651,366,1090294,Cret. Upr,WALL CREEK-2,,,,,,,
2507933,FDL OPERATING LLC,SALT CREEK,43.410631,-106.306933,2000,46313,43396,2917,17502,366,2635824,Jurassic,SUNDANCE-3,,,,,,,
2507935,RELIABLE OIL & GAS INC,SMOKY GAP,43.403603,-106.420051,2000,78,78,0,0,268,0,Cret. Upr,NIOBRARA,2.8,,,,,,
2507936,FDL OPERATING LLC,SALT CREEK,43.410973,-106.294517,2000,8406,7878,528,3166,366,259359,Jurassic,SUNDANCE-3,,,,,,,
2507938,FOSSIL ENERGY INC,SALT CREEK WEST,43.403157,-106.358710,2000,40,40,0,0,92,43,Cret. Upr,WALL CREEK-2,2.7,,,,,,
2507942,FDL OPERATING LLC,SALT CREEK,43.411200,-106.251410,2000,2282,2088,194,1166,366,271308,Cret. Upr,WALL CREEK-2,,,,,,,
2507945,FDL OPERATING LLC,SALT CREEK,43.400481,-106.252935,2000,2136,1954,182,1094,366,296970,Cret. Upr,WALL CREEK-2,,,,,,,
2507946,FDL OPERATING LLC,SALT CREEK,43.411988,-106.290115,2000,975,914,61,366,366,46379,Cret. Upr,WALL CREEK-2,,,,,,,
2507955,FDL OPERATING LLC,SALT CREEK,43.411676,-106.308169,2000,1583,1484,99,594,366,73632,Cret. Upr,WALL CREEK,,,,,,,
2507961,FDL OPERATING LLC,SALT CREEK,43.411484,-106.329497,2000,1722,1618,104,626,366,119315,Cret. Upr,WALL CREEK-2,,,,,,,
2507965,FDL OPERATING LLC,SALT CREEK,43.412062,-106.272284,2000,64,60,4,26,184,1518,Cret. Upr,WALL CREEK,,,,,,,
2507967,FDL OPERATING LLC,SALT CREEK,43.411927,-106.286953,2000,0,0,0,0,990,0,Cret. Upr,WALL CREEK-2,,,,,,,
2507968,FDL OPERATING LLC,SALT CREEK,43.411875,-106.308633,2000,2217,2217,0,0,366,1811922,Penn,TENSLEEP,,,,,,,
2507976,FDL OPERATING LLC,SALT CREEK,43.408450,-106.283840,2000,2343,2235,108,645,366,265115,Cret. Upr,WALL CREEK-2,,,,,,,
2507979,FDL OPERATING LLC,SALT CREEK,43.411915,-106.270702,2000,33,30,3,16,153,34271,Cret. Upr,WALL CREEK-2,,,,,,,
2507980,FDL OPERATING LLC,SALT CREEK,43.412011,-106.268155,2000,4377,4004,373,2239,366,1001413,Cret. Upr,WALL CREEK-2,,,,,,,
2507985,FDL OPERATING LLC,SALT CREEK,43.405315,-106.293123,2000,8679,8135,544,3265,366,1077209,Jurassic,SUNDANCE-3,,,,,,,
2507992,FDL OPERATING LLC,SALT CREEK,43.405245,-106.301549,2000,1990,1865,125,749,366,109586,Cret. Upr,WALL CREEK,,,,,,,
2508003,FDL OPERATING LLC,SALT CREEK,43.412665,-106.309500,2000,2338,2191,147,879,366,396461,Cret. Upr,WALL CREEK-2,,,,,,,
2508005,FDL OPERATING LLC,SALT CREEK,43.412639,-106.311984,2000,0,0,0,0,297,0,Cret. Lwr,LAKOTA,,,,,,,
2508007,FDL OPERATING LLC,SALT CREEK,43.405750,-106.306778,2000,4000,3748,252,1512,366,577584,Jurassic,SUNDANCE-3,,,,,,,
2508015,FDL OPERATING LLC,SALT CREEK,43.405500,-106.302056,2000,8123,7614,509,3055,366,581957,Jurassic,SUNDANCE-3,,,,,,,
2508029,FDL OPERATING LLC,SALT CREEK,43.413195,-106.290130,2000,9701,9092,609,3653,366,1795041,Cret. Upr,WALL CREEK-2,,,,,,,
2508031,FDL OPERATING LLC,SALT CREEK,43.405639,-106.305138,2000,1276,1194,82,490,983,0,Cret. Upr,MOWRY,,,,,,,
2508041,FDL OPERATING LLC,SALT CREEK,43.405522,-106.300118,2000,2896,2714,182,1093,366,221399,Cret. Upr,WALL CREEK,,,,,,,
2508047,FDL OPERATING LLC,SALT CREEK,43.412728,-106.329485,2000,1288,1211,77,463,366,93517,Cret. Upr,WALL CREEK-2,,,,,,,
2508063,RELIABLE OIL & GAS INC,SMOKY GAP,43.406555,-106.434337,2000,15,15,0,0,7,0,Cret. Upr,NIOBRARA,19.4,,,,,,
2508068,FDL OPERATING LLC,SALT CREEK,43.399786,-106.306653,2000,17,16,1,8,153,69021,Cret. Upr,WALL CREEK-2,,,,,,,
2508069,FDL OPERATING LLC,SALT CREEK,43.399650,-106.306464,2000,1549,1451,98,585,366,126723,Cret. Upr,WALL CREEK,,,,,,,
2508084,FDL OPERATING LLC,SALT CREEK,43.399990,-106.295056,2000,204,191,13,80,184,438193,Cret. Upr,WALL CREEK-2,,,,,,,
2508095,FDL OPERATING LLC,SALT CREEK,43.399916,-106.290033,2000,0,0,0,0,990,0,Cret. Upr,WALL CREEK,,,,,,,
2508114,FDL OPERATING LLC,SALT CREEK,43.399963,-106.311915,2000,622,584,38,229,366,6446,Cret. Upr,WALL CREEK-2,,,,,,,
2508118,FDL OPERATING LLC,SALT CREEK,43.400122,-106.292215,2000,5383,5045,338,2028,366,95761,Cret. Lwr,LAKOTA,,,,,,,
2508125,FDL OPERATING LLC,SALT CREEK,43.408149,-106.269116,2000,3658,3490,168,1006,366,693709,Cret. Upr,WALL CREEK-2,,,,,,,
2508127,FDL OPERATING LLC,SALT CREEK,43.407852,-106.297501,2000,4114,3857,257,1541,503,848816,Cret. Upr,WALL CREEK-2,,,,,,,
2508127,FDL OPERATING LLC,SALT CREEK,43.407852,-106.297501,2000,4189,3935,254,1525,366,862153,Cret. Upr,WALL CREEK 1-2,,,,,,,
2508143,FDL OPERATING LLC,SALT CREEK,43.408110,-106.303889,2000,0,0,0,0,297,0,Penn,TENSLEEP,,,,,,,
2508151,FDL OPERATING LLC,SALT CREEK,43.400904,-106.308198,2000,2772,2598,174,1043,366,226502,Cret. Upr,WALL CREEK-2,,,,,,,
2508171,FDL OPERATING LLC,SALT CREEK,43.409210,-106.281970,2000,2018,1926,92,552,366,113969,Cret. Upr,WALL CREEK,,,,,,,
2508172,FDL OPERATING LLC,SALT CREEK,43.409092,-106.299926,2000,5181,4856,325,1951,366,374311,Cret. Upr,WALL CREEK,,,,,,,
2508175,FDL OPERATING LLC,SALT CREEK,43.402061,-106.306624,2000,20,19,1,8,184,96770,Cret. Upr,WALL CREEK,,,,,,,
2508177,FDL OPERATING LLC,SALT CREEK,43.401770,-106.309384,2000,3678,3447,231,1385,366,379068,Cret. Lwr,LAKOTA,,,,,,,
2508178,FDL OPERATING LLC,SALT CREEK,43.401875,-106.306935,2000,3006,2816,190,1137,366,873410,Cret. Upr,WALL CREEK-2,,,,,,,
2508184,FDL OPERATING LLC,SALT CREEK,43.402083,-106.309744,2000,2045,1917,128,770,366,359332,Cret. Upr,WALL CREEK-2,,,,,,,
2508185,FDL OPERATING LLC,SALT CREEK,43.401950,-106.294630,2000,1470,1378,92,553,366,120150,Cret. Upr,WALL CREEK-2,,,,,,,
2508197,FDL OPERATING LLC,SALT CREEK,43.402035,-106.314575,2000,4669,4386,283,1695,366,425006,Cret. Upr,WALL CREEK-2,,,,,,,
2508205,FDL OPERATING LLC,SALT CREEK,43.401977,-106.329501,2000,927,871,56,336,366,115985,Cret. Upr,WALL CREEK-2,,,,,,,
2508207,FDL OPERATING LLC,SALT CREEK,43.409555,-106.310461,2000,10130,9495,635,3808,366,740714,Jurassic,SUNDANCE-3,,,,,,,
2508212,FDL OPERATING LLC,SALT CREEK,43.409750,-106.258520,2000,4042,3857,185,1111,366,443719,Cret. Upr,WALL CREEK-2,,,,,,,
2508215,FDL OPERATING LLC,SALT CREEK,43.402310,-106.293451,2000,2180,2043,137,821,366,279534,Cret. Upr,WALL CREEK,,,,,,,
2508222,FDL OPERATING LLC,SALT CREEK,43.410054,-106.301446,2000,5975,5600,375,2252,366,626368,Cret. Upr,WALL CREEK-2,,,,,,,
2508233,FDL OPERATING LLC,SALT CREEK,43.410644,-106.295387,2000,9786,9171,615,3689,366,917290,Jurassic,SUNDANCE-3,,,,,,,
2508235,FDL OPERATING LLC,SALT CREEK,43.410610,-106.306417,2000,5735,5375,360,2159,366,747621,Jurassic,SUNDANCE-3,,,,,,,
2508250,FDL OPERATING LLC,SALT CREEK,43.410636,-106.306692,2000,0,0,0,0,1188,0,Cret. Upr,WALL CREEK-2,,,,,,,
2508270,FDL OPERATING LLC,SALT CREEK,43.411380,-106.286130,2000,1311,1251,60,358,366,175507,Cret. Upr,WALL CREEK,,,,,,,
2508281,FDL OPERATING LLC,SALT CREEK,43.411137,-106.316055,2000,2325,2186,139,835,366,132087,Cret. Upr,WALL CREEK-2,,,,,,,
2508292,FDL OPERATING LLC,SALT CREEK,43.411631,-106.315643,2000,975,916,59,354,366,126065,Cret. Upr,WALL CREEK-2,,,,,,,
2508293,FDL OPERATING LLC,SALT CREEK,43.411725,-106.310285,2000,1133,1063,70,417,366,111860,Cret. Upr,WALL CREEK,,,,,,,
2508295,FDL OPERATING LLC,SALT CREEK,43.411898,-106.291846,2000,2933,2749,184,1105,366,315844,Cret. Upr,WALL CREEK,,,,,,,
2508299,FDL OPERATING LLC,SALT CREEK,43.411960,-106.290060,2000,1109,1040,69,414,366,234313,Cret. Upr,WALL CREEK,,,,,,,
2508301,FDL OPERATING LLC,SALT CREEK,43.411934,-106.269306,2000,1662,1586,76,457,366,293378,Cret. Upr,WALL CREEK-2,,,,,,,
2508302,FDL OPERATING LLC,SALT CREEK,43.412170,-106.252940,2000,2127,2030,97,584,366,385472,Cret. Upr,WALL CREEK-2,,,,,,,
2508304,FDL OPERATING LLC,SALT CREEK,43.411882,-106.305235,2000,4184,3930,254,1526,366,446498,Cret. Upr,WALL CREEK,,,,,,,
2508310,FDL OPERATING LLC,SALT CREEK,43.411922,-106.307975,2000,2148,2018,130,779,366,465711,Cret. Upr,WALL CREEK-2,,,,,,,
2508311,FDL OPERATING LLC,SALT CREEK,43.412150,-106.291750,2000,7989,7486,503,3016,366,324404,Jurassic,SUNDANCE-3,,,,,,,
2508314,FDL OPERATING LLC,SALT CREEK,43.411920,-106.288310,2000,2744,2618,126,754,366,732699,Cret. Upr,WALL CREEK-2,,,,,,,
2508317,FDL OPERATING LLC,SALT CREEK,43.412020,-106.293700,2000,1502,1411,91,546,366,128848,Cret. Upr,WALL CREEK,,,,,,,
2508319,FDL OPERATING LLC,SALT CREEK,43.411904,-106.273962,2000,2922,2787,135,809,366,133699,Cret. Upr,WALL CREEK-2,,,,,,,
2508320,FDL OPERATING LLC,SALT CREEK,43.412140,-106.254640,2000,1903,1816,87,523,366,364013,Cret. Upr,WALL CREEK-2,,,,,,,
2508322,FDL OPERATING LLC,SALT CREEK,43.412380,-106.252930,2000,1039,991,48,287,366,238420,Cret. Upr,WALL CREEK-2,,,,,,,
2508327,FOSSIL ENERGY INC,SALT CREEK,43.412250,-106.335179,2000,97,97,0,0,61,0,Cret. Upr,NIOBRARA,,,,,,,
2508329,FDL OPERATING LLC,SALT CREEK,43.412889,-106.284586,2000,2125,2031,94,566,366,616281,Cret. Upr,WALL CREEK-2,,,,,,,
2508357,FDL OPERATING LLC,SALT CREEK,43.413017,-106.272306,2000,3998,3815,183,1097,366,124083,Cret. Upr,WALL CREEK,,,,,,,
2508380,FDL OPERATING LLC,SALT CREEK,43.414420,-106.288870,2000,1729,1621,108,647,366,143262,Cret. Upr,WALL CREEK,,,,,,,
2508383,FDL OPERATING LLC,SALT CREEK,43.414310,-106.279420,2000,1905,1818,87,522,366,184111,Cret. Upr,WALL CREEK,,,,,,,
2508384,FDL OPERATING LLC,SALT CREEK,43.414148,-106.307928,2000,3957,3717,240,1439,366,403742,Cret. Upr,WALL CREEK-2,,,,,,,
2508392,FDL OPERATING LLC,SALT CREEK,43.414283,-106.306686,2000,2426,2278,148,886,366,169851,Cret. Upr,WALL CREEK,,,,,,,
2508393,FDL OPERATING LLC,SALT CREEK,43.414316,-106.273971,2000,1929,1841,88,528,366,341616,Cret. Upr,WALL CREEK-2,,,,,,,
2508396,FDL OPERATING LLC,SALT CREEK,43.414309,-106.291958,2000,2821,2649,172,1031,366,189840,Cret. Upr,WALL CREEK,,,,,,,
2508399,FDL OPERATING LLC,SALT CREEK,43.414154,-106.311504,2000,2822,2651,171,1027,366,162326,Cret. Upr,WALL CREEK-2,,,,,,,
2508404,FDL OPERATING LLC,SALT CREEK,43.414313,-106.272375,2000,1317,1256,61,363,366,343454,Cret. Upr,WALL CREEK-2,,,,,,,
2508412,FDL OPERATING LLC,SALT CREEK,43.414480,-106.256380,2000,1402,1337,65,387,366,206971,Cret. Upr,WALL CREEK-2,,,,,,,
2508416,FDL OPERATING LLC,SALT CREEK,43.414544,-106.306993,2000,3462,3252,210,1262,366,246442,Cret. Upr,WALL CREEK-2,,,,,,,
2508417,FDL OPERATING LLC,SALT CREEK,43.414310,-106.271306,2000,3470,3311,159,953,366,238458,Cret. Upr,WALL CREEK-2,,,,,,,
2508426,FDL OPERATING LLC,SALT CREEK,43.414500,-106.306997,2000,6532,6135,397,2381,366,446179,Cret. Lwr,LAKOTA,,,,,,,
2508435,FDL OPERATING LLC,SALT CREEK,43.415377,-106.308256,2000,1516,1423,93,555,366,146916,Cret. Upr,WALL CREEK,,,,,,,
2508439,FDL OPERATING LLC,SALT CREEK,43.415693,-106.296871,2000,1315,1235,80,482,366,122109,Jurassic,SUNDANCE-3,,,,,,,
2508444,FDL OPERATING LLC,SALT CREEK,43.415524,-106.294061,2000,877,823,54,323,366,97091,Cret. Upr,WALL CREEK,,,,,,,
2508446,FDL OPERATING LLC,SALT CREEK,43.415790,-106.256360,2000,1908,1821,87,522,366,191325,Cret. Upr,WALL CREEK-2,,,,,,,
2508460,FDL OPERATING LLC,SALT CREEK,43.415810,-106.252930,2000,62,62,0,0,922,0,Cret. Upr,NIOBRARA,,,,,,,
2508462,FDL OPERATING LLC,SALT CREEK,43.415830,-106.316032,2000,1535,1442,93,556,366,104518,Cret. Upr,WALL CREEK-2,,,,,,,
2508470,FDL OPERATING LLC,SALT CREEK,43.415368,-106.294957,2000,1166,1093,73,437,503,39236,Jurassic,SUNDANCE-3,,,,,,,
2508473,FDL OPERATING LLC,SALT CREEK,43.416390,-106.294790,2000,1660,1559,101,606,366,316428,Cret. Upr,WALL CREEK-2,,,,,,,
2508475,FDL OPERATING LLC,SALT CREEK,43.416450,-106.291950,2000,1668,1567,101,605,366,489794,Cret. Upr,WALL CREEK-2,,,,,,,
2508482,FDL OPERATING LLC,SALT CREEK,43.416760,-106.267957,2000,2783,2655,128,767,366,440969,Cret. Upr,WALL CREEK-2,,,,,,,
2508485,FDL OPERATING LLC,SALT CREEK,43.416724,-106.270735,2000,5144,4909,235,1411,366,387721,Cret. Upr,WALL CREEK-2,,,,,,,
2508487,FDL OPERATING LLC,SALT CREEK,43.416702,-106.272391,2000,3320,3168,152,911,366,396030,Cret. Upr,WALL CREEK-2,,,,,,,
2508494,FDL OPERATING LLC,SALT CREEK,43.416726,-106.286940,2000,1371,1309,62,374,366,386228,Cret. Upr,WALL CREEK-2,,,,,,,
2508502,FDL OPERATING LLC,SALT CREEK,43.417591,-106.297850,2000,1917,1801,116,698,366,471086,Cret. Upr,WALL CREEK-2,,,,,,,
2508509,FDL OPERATING LLC,SALT CREEK,43.425113,-106.272499,2000,8871,8470,401,2408,366,1207126,Cret. Upr,WALL CREEK-2,,,,,,,
2508515,FDL OPERATING LLC,SALT CREEK,43.425000,-106.306787,2000,2312,2172,140,841,366,370281,Cret. Upr,WALL CREEK,,,,,,,
2508518,FDL OPERATING LLC,SALT CREEK,43.425743,-106.252982,2000,36,35,1,8,214,75542,Cret. Upr,WALL CREEK-2,,,,,,,
2508527,FDL OPERATING LLC,SALT CREEK,43.425280,-106.289980,2000,2146,2011,135,807,366,541812,Cret. Upr,WALL CREEK-2,,,,,,,
2508531,FDL OPERATING LLC,SALT CREEK,43.425132,-106.270794,2000,239,228,11,64,214,0,Cret. Upr,WALL CREEK-2,,,,,,,
2508535,FDL OPERATING LLC,SALT CREEK,43.425110,-106.272450,2000,1754,1674,80,482,366,366213,Cret. Upr,WALL CREEK-2,,,,,,,
2508546,FDL OPERATING LLC,SALT CREEK,43.418760,-106.316450,2000,2848,2675,173,1039,366,217513,Cret. Upr,WALL CREEK-2,,,,,,,
2508554,FDL OPERATING LLC,SALT CREEK,43.422480,-106.282050,2000,55,53,2,13,184,19218,Cret. Upr,WALL CREEK,,,,,,,
2508559,FDL OPERATING LLC,SALT CREEK,43.426300,-106.293515,2000,1425,1339,86,517,366,289699,Cret. Upr,WALL CREEK,,,,,,,
2508579,FDL OPERATING LLC,SALT CREEK,43.420261,-106.298545,2000,3081,2894,187,1123,366,505182,Cret. Upr,WALL CREEK,,,,,,,
2508586,FDL OPERATING LLC,SALT CREEK,43.427460,-106.306596,2000,72,67,5,27,214,115758,Cret. Upr,WALL CREEK,,,,,,,
2508591,FDL OPERATING LLC,SALT CREEK,43.427130,-106.292440,2000,2594,2437,157,944,366,425388,Cret. Upr,WALL CREEK-2,,,,,,,
2508597,FDL OPERATING LLC,SALT CREEK,43.427500,-106.272467,2000,2806,2678,128,769,366,187542,Cret. Upr,WALL CREEK-2,,,,,,,
2508600,FDL OPERATING LLC,SALT CREEK,43.428134,-106.256461,2000,17,16,1,4,214,66260,Cret. Upr,WALL CREEK-2,,,,,,,
2508623,FDL OPERATING LLC,SALT CREEK,43.414359,-106.309454,2000,1472,1382,90,539,61,4493,Jurassic,SUNDANCE-2,,,,,,,
2508633,FDL OPERATING LLC,SALT CREEK,43.414170,-106.309923,2000,2053,1928,125,750,366,267792,Cret. Upr,WALL CREEK-2,,,,,,,
2508641,FDL OPERATING LLC,SALT CREEK,43.414429,-106.290001,2000,4245,4051,194,1164,366,189401,Cret. Upr,WALL CREEK,,,,,,,
2508658,FDL OPERATING LLC,SALT CREEK,43.415518,-106.270802,2000,2404,2294,110,661,366,217693,Cret. Upr,WALL CREEK-2,,,,,,,
2508666,FDL OPERATING LLC,SALT CREEK,43.415790,-106.252930,2000,2288,2183,105,628,366,338639,Cret. Upr,WALL CREEK-2,,,,,,,
2508670,FDL OPERATING LLC,SALT CREEK,43.423030,-106.284444,2000,0,0,0,0,297,0,Cret. Upr,WALL CREEK,,,,,,,
2508671,FDL OPERATING LLC,SALT CREEK,43.422950,-106.288170,2000,2580,2457,123,737,366,220356,Jurassic,SUNDANCE-2,,,,,,,
2508671,FDL OPERATING LLC,SALT CREEK,43.422950,-106.288170,2000,246,234,12,70,1119,39619,Cret. Upr,WALL CREEK-2,,,,,,,
2508672,FDL OPERATING LLC,SALT CREEK,43.416223,-106.286448,2000,2841,2710,131,783,366,460598,Cret. Upr,WALL CREEK-2,,,,,,,
2508673,FDL OPERATING LLC,SALT CREEK,43.423263,-106.314955,2000,6312,5930,382,2293,366,355713,Cret. Upr,WALL CREEK-2,,,,,,,
2508690,FDL OPERATING LLC,SALT CREEK,43.423860,-106.295222,2000,0,0,0,0,990,0,Cret. Upr,WALL CREEK,,,,,,,
2508692,FDL OPERATING LLC,SALT CREEK,43.416655,-106.290015,2000,4281,4014,267,1602,503,408899,Cret. Upr,WALL CREEK-2,,,,,,,
2508692,FDL OPERATING LLC,SALT CREEK,43.416655,-106.290015,2000,9183,8644,539,3232,366,584469,Cret. Upr,WALL CREEK 1-2,,,,,,,
2508693,FDL OPERATING LLC,SALT CREEK,43.416740,-106.293500,2000,1359,1277,82,493,366,174469,Cret. Upr,WALL CREEK,,,,,,,
2508696,FDL OPERATING LLC,SALT CREEK,43.416983,-106.269382,2000,2186,2086,100,601,366,93873,Cret. Upr,WALL CREEK-2,,,,,,,
2508697,FDL OPERATING LLC,SALT CREEK,43.416651,-106.306526,2000,1602,1504,98,585,366,251284,Cret. Upr,WALL CREEK,,,,,,,
2508703,FDL OPERATING LLC,SALT CREEK,43.424173,-106.295256,2000,0,0,0,0,297,0,Jurassic,SUNDANCE-2,,,,,,,
2508703,FDL OPERATING LLC,SALT CREEK,43.424173,-106.295256,2000,989,928,61,364,952,0,Cret. Lwr,MUDDY,,,,,,,
2508734,FDL OPERATING LLC,SALT CREEK,43.425098,-106.275680,2000,3375,3221,154,923,366,365591,Cret. Upr,WALL CREEK-2,,,,,,,
2508737,FDL OPERATING LLC,SALT CREEK,43.426138,-106.298920,2000,3847,3614,233,1397,366,34607,Jurassic,SUNDANCE-2,,,,,,,
2508742,FDL OPERATING LLC,SALT CREEK,43.426230,-106.292710,2000,2796,2626,170,1018,366,407747,Cret. Upr,WALL CREEK,,,,,,,
2508747,FDL OPERATING LLC,SALT CREEK,43.426150,-106.288910,2000,2687,2564,123,737,366,217012,Cret. Upr,WALL CREEK,,,,,,,
2508753,FDL OPERATING LLC,SALT CREEK,43.427028,-106.253060,2000,6637,6333,304,1821,366,855237,Cret. Upr,WALL CREEK-2,,,,,,,
2508757,FDL OPERATING LLC,SALT CREEK,43.426760,-106.283870,2000,4128,3941,187,1124,366,356481,Cret. Upr,WALL CREEK-2,,,,,,,
2508763,FDL OPERATING LLC,SALT CREEK,43.427500,-106.275610,2000,2295,2190,105,629,366,258722,Cret. Upr,WALL CREEK-2,,,,,,,
2508766,FDL OPERATING LLC,SALT CREEK,43.427410,-106.272510,2000,855,816,39,231,366,304791,Cret. Upr,WALL CREEK-2,,,,,,,
2508767,FDL OPERATING LLC,SALT CREEK,43.427382,-106.308388,2000,515,484,31,184,366,177017,Cret. Upr,WALL CREEK,,,,,,,
2508772,FDL OPERATING LLC,SALT CREEK,43.428148,-106.256454,2000,90,86,4,24,214,45090,Cret. Upr,WALL CREEK-2,,,,,,,
2508773,FDL OPERATING LLC,SALT CREEK,43.427480,-106.290080,2000,5315,4991,324,1941,366,555790,Cret. Upr,WALL CREEK-2,,,,,,,
2508798,FDL OPERATING LLC,SALT CREEK,43.428304,-106.329564,2000,1425,1339,86,517,366,184114,Cret. Upr,WALL CREEK-2,,,,,,,
2508800,FDL OPERATING LLC,SALT CREEK,43.428553,-106.313341,2000,3169,2977,192,1154,366,475269,Cret. Upr,WALL CREEK-2,,,,,,,
2508803,FDL OPERATING LLC,SALT CREEK,43.428511,-106.314929,2000,4057,3811,246,1475,366,319915,Cret. Upr,WALL CREEK-2,,,,,,,
2508814,FDL OPERATING LLC,SALT CREEK,43.428590,-106.310036,2000,2296,2157,139,835,366,501993,Cret. Upr,WALL CREEK-2,,,,,,,
2508835,FDL OPERATING LLC,SALT CREEK,43.429422,-106.296204,2000,3409,3201,208,1248,366,574308,Cret. Upr,WALL CREEK,,,,,,,
2508846,FDL OPERATING LLC,SALT CREEK,43.429880,-106.272360,2000,2836,2705,131,783,366,371932,Cret. Upr,WALL CREEK-2,,,,,,,
2508849,FDL OPERATING LLC,SALT CREEK,43.430000,-106.288540,2000,2492,2378,114,681,366,331545,Cret. Upr,WALL CREEK-2,,,,,,,
2508851,FDL OPERATING LLC,SALT CREEK,43.430592,-106.254500,2000,3091,2949,142,850,366,295132,Cret. Upr,WALL CREEK-2,,,,,,,
2508858,FDL OPERATING LLC,SALT CREEK,43.430875,-106.314188,2000,1830,1719,111,665,366,240772,Cret. Upr,WALL CREEK-2,,,,,,,
2508867,FDL OPERATING LLC,SALT CREEK,43.430840,-106.310100,2000,2968,2789,179,1075,366,405871,Cret. Upr,WALL CREEK-2,,,,,,,
