WLBR_ID,Company,Field_Name,Lat,Lon,Yr,OEB,Oil_BBLS,Gas_OEB,Gas_KCF,Days_Tot,Water_Tot,FM AGE,Formation,Oil_Gravity,,,,,,
2511081,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.273984,-106.196133,2000,96,96,0,0,61,118,Cret. Upr,STEELE,35.7,,,,,,
2511082,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.271850,-106.194678,2000,151,151,0,0,366,43,Cret. Upr,SHANNON,35.7,,,,,,
2511083,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279811,-106.192138,2000,403,403,0,0,354,118,Cret. Upr,SHANNON,35.7,,,,,,
2511084,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.276882,-106.193779,2000,446,446,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511086,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281396,-106.184336,2000,21,21,0,0,6,0,Cret. Upr,SHANNON,35.7,,,,,,
2511086,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281396,-106.184336,2000,57,57,0,0,572,38,Cret. Upr,STEELE,26.8,,,,,,
2511087,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.274218,-106.200996,2000,266,266,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511088,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.270950,-106.198300,2000,958,958,0,0,265,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511089,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.275974,-106.189405,2000,87,87,0,0,61,35,Cret. Upr,NIOBRARA,35.7,,,,,,
2511090,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.299749,-106.202141,2000,92,92,0,0,61,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511091,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.295458,-106.196156,2000,405,405,0,0,366,1719,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511092,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.288923,-106.192166,2000,2568,334,2234,13403,366,10012,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511093,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279622,-106.203906,2000,208,208,0,0,136,130,Cret. Upr,SHANNON,35.7,,,,,,
2511094,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.277874,-106.203903,2000,319,319,0,0,323,46,Cret. Upr,SHANNON,35.7,,,,,,
2511097,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281049,-106.189298,2000,213,213,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511098,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.274262,-106.189373,2000,27,27,0,0,366,80,Cret. Upr,SHANNON,35.7,,,,,,
2511099,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279508,-106.188988,2000,255,255,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511100,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.289964,-106.208900,2000,4816,114,4702,28212,366,5139,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511101,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.280921,-106.210182,2000,107,107,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511103,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.333950,-106.232477,2000,357,357,0,0,366,8839,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511104,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.316188,-106.214023,2000,278,278,0,0,61,0,Cret. Upr,STEELE,35.7,,,,,,
2511105,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.298895,-106.200103,2000,223,223,0,0,61,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511106,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.300288,-106.202664,2000,676,676,0,0,265,229,Cret. Upr,NIOBRARA,35.7,,,,,,
2511108,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.268227,-106.189825,2000,1120,1120,0,0,366,162,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511112,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.299526,-106.206295,2000,3698,683,3015,18090,366,258,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511113,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.266691,-106.192445,2000,162,162,0,0,366,0,Cret. Upr,STEELE,35.7,,,,,,
2511114,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.306745,-106.221782,2000,252,252,0,0,184,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511116,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.264091,-106.192615,2000,238,238,0,0,122,440,Cret. Upr,STEELE,35.7,,,,,,
2511118,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.298511,-106.199899,2000,7143,3425,3718,22309,366,620,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511119,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.332979,-106.229523,2000,60,60,0,0,162,151,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511120,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.336859,-106.230029,2000,141,141,0,0,366,13779,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511124,FDL OPERATING LLC,SALT CREEK,43.369826,-106.267423,2000,214,214,0,0,340,53666,Cret. Upr,WALL CREEK,12.3,,,,,,
2511125,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279453,-106.184203,2000,84,84,0,0,214,0,Cret. Upr,SHANNON,35.7,,,,,,
2511126,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283266,-106.181967,2000,215,215,0,0,366,27,Cret. Upr,SHANNON,35.7,,,,,,
2511127,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283022,-106.183988,2000,187,187,0,0,366,27,Cret. Upr,SHANNON,35.7,,,,,,
2511128,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.286688,-106.196686,2000,106,106,0,0,366,1200,Cret. Upr,SHANNON,35.7,,,,,,
2511129,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279639,-106.194167,2000,473,473,0,0,330,0,Cret. Upr,SHANNON,35.7,,,,,,
2511130,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.284674,-106.193808,2000,472,472,0,0,344,5088,Cret. Upr,SHANNON,35.7,,,,,,
2511131,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281114,-106.191851,2000,312,312,0,0,366,679,Cret. Upr,SHANNON,35.7,,,,,,
2511132,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281152,-106.194330,2000,578,578,0,0,344,1505,Cret. Upr,SHANNON,35.7,,,,,,
2511133,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283217,-106.193746,2000,736,736,0,0,344,3074,Cret. Upr,SHANNON,35.7,,,,,,
2511134,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.318730,-106.217730,2000,401,401,0,0,335,9784,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511135,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.267003,-106.197065,2000,26,26,0,0,205,14,Cret. Upr,STEELE,35.7,,,,,,
2511137,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.284994,-106.181554,2000,167,167,0,0,366,23,Cret. Upr,SHANNON,35.7,,,,,,
2511139,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279338,-106.202842,2000,318,318,0,0,343,7712,Cret. Lwr,DAKOTA,35.7,,,,,,
2511140,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.265230,-106.188978,2000,9,9,0,0,275,0,Cret. Upr,STEELE,35.7,,,,,,
2511141,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.271051,-106.191007,2000,107,107,0,0,61,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511143,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.274438,-106.199234,2000,266,266,0,0,366,266,Cret. Upr,SHANNON,35.7,,,,,,
2511144,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.272332,-106.201031,2000,398,398,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511145,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.272339,-106.196811,2000,240,240,0,0,366,17,Cret. Upr,SHANNON,35.7,,,,,,
2511146,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281564,-106.201165,2000,186,186,0,0,364,239,Cret. Upr,SHANNON,35.7,,,,,,
2511148,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.272536,-106.188718,2000,227,227,0,0,344,36,Cret. Upr,STEELE,32.7,,,,,,
2511149,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.269094,-106.196068,2000,570,570,0,0,61,0,Cret. Upr,STEELE,35.7,,,,,,
2511150,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.299477,-106.196617,2000,1092,1092,0,0,366,106,Cret. Upr,SHANNON,35.7,,,,,,
2511151,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.270396,-106.194080,2000,112,112,0,0,251,0,Cret. Upr,SHANNON,35.7,,,,,,
2511152,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.272577,-106.190979,2000,508,508,0,0,366,134,Cret. Upr,SHANNON,35.7,,,,,,
2511153,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283098,-106.197934,2000,373,373,0,0,366,1761,Cret. Upr,SHANNON,35.7,,,,,,
2511154,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283135,-106.203780,2000,74,74,0,0,184,8,Cret. Upr,SHANNON,35.7,,,,,,
2511156,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.284660,-106.189241,2000,81,81,0,0,778,27,Cret. Upr,NIOBRARA,17.8,,,,,,
2511157,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.288639,-106.201143,2000,543,543,0,0,366,21,Cret. Upr,SHANNON,35.7,,,,,,
2511161,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.264350,-106.198073,2000,261,261,0,0,122,81,Cret. Upr,NIOBRARA,35.7,,,,,,
2511165,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.282557,-106.199189,2000,237,237,0,0,307,2081,Cret. Upr,SHANNON,35.7,,,,,,
2511166,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.270948,-106.192238,2000,61,61,0,0,366,0,Cret. Upr,SHANNON,35.7,,,,,,
2511167,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.300774,-106.204275,2000,937,937,0,0,366,126,Cret. Upr,SHANNON,35.7,,,,,,
2511168,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.292321,-106.188927,2000,250,250,0,0,265,37,Cret. Upr,STEELE,35.7,,,,,,
2511170,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.269153,-106.191682,2000,102,102,0,0,222,50,Cret. Upr,SHANNON,35.7,,,,,,
2511179,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.271949,-106.189736,2000,306,306,0,0,366,33,Cret. Upr,NIOBRARA,35.7,,,,,,
2511180,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.259764,-106.188829,2000,2999,2999,0,0,366,42,Cret. Upr,NIOBRARA,35.7,,,,,,
2511182,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.316115,-106.210129,2000,63,63,0,0,61,5,Cret. Upr,STEELE,35.7,,,,,,
2511183,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.310750,-106.200357,2000,195,195,0,0,366,2782,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511186,FDL OPERATING LLC,SALT CREEK,43.420500,-106.282000,2000,3699,3530,169,1015,366,136987,Cret. Upr,WALL CREEK,,,,,,,
2511187,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.266960,-106.199239,2000,78,78,0,0,20,13,Cret. Upr,STEELE,35.7,,,,,,
2511188,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.270352,-106.202387,2000,149,149,0,0,341,588,Cret. Upr,SHANNON,35.7,,,,,,
2511190,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.290408,-106.206649,2000,0,0,0,0,297,0,Cret. Upr,STEELE,26.7,,,,,,
2511197,NATRONA COUNTY HOLDINGS LLC,TEAPOT DOME,43.314002,-106.230155,2000,13,13,0,0,20,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511199,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.298460,-106.211519,2000,0,0,0,0,297,0,Cret. Upr,STEELE,26.7,,,,,,
2511200,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.319837,-106.220325,2000,584,584,0,0,296,2,Cret. Upr,STEELE,35.7,,,,,,
2511202,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.304841,-106.204244,2000,322,322,0,0,323,12,Cret. Upr,NIOBRARA,35.7,,,,,,
2511203,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.299548,-106.211683,2000,240,240,0,0,366,651,Cret. Upr,WALL CREEK-2,35.7,,,,,,
2511204,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.269023,-106.197705,2000,134,134,0,0,366,106,Cret. Upr,STEELE,35.7,,,,,,
2511207,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279803,-106.202656,2000,38,38,0,0,122,37375,Penn,TENSLEEP,,,,,,,
2511223,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.265592,-106.195452,2000,286,286,0,0,366,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511224,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.282507,-106.196530,2000,573,573,0,0,357,1716,Cret. Upr,SHANNON,35.7,,,,,,
2511225,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281059,-106.200392,2000,182,182,0,0,366,231,Cret. Upr,SHANNON,35.7,,,,,,
2511226,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281533,-106.195318,2000,430,430,0,0,399,1620,Cret. Upr,SHANNON,32.7,,,,,,
2511228,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281702,-106.200237,2000,286,286,0,0,366,957,Cret. Upr,SHANNON,35.7,,,,,,
2511230,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.287767,-106.198665,2000,180,180,0,0,145,412,Cret. Upr,SHANNON,35.7,,,,,,
2511231,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.286477,-106.195487,2000,464,464,0,0,366,2878,Cret. Upr,SHANNON,35.7,,,,,,
2511232,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.287133,-106.195410,2000,168,168,0,0,374,2955,Cret. Upr,SHANNON,29.7,,,,,,
2511234,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.286416,-106.199210,2000,247,247,0,0,153,871,Cret. Upr,SHANNON,35.7,,,,,,
2511236,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.287028,-106.202370,2000,94,94,0,0,153,663,Cret. Upr,SHANNON,35.7,,,,,,
2511239,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.287984,-106.201036,2000,215,215,0,0,366,80,Cret. Upr,SHANNON,35.7,,,,,,
2511240,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.296069,-106.191338,2000,143,143,0,0,61,114,Cret. Upr,NIOBRARA,35.7,,,,,,
2511241,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.288149,-106.203486,2000,394,394,0,0,357,487,Cret. Upr,SHANNON,35.7,,,,,,
2511242,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.295548,-106.194529,2000,785,785,0,0,366,12330,Cret. Upr,SHANNON,35.7,,,,,,
2511243,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283068,-106.191477,2000,315,314,1,6,366,88,Cret. Upr,SHANNON,35.7,,,,,,
2511244,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.258604,-106.182946,2000,433,433,0,0,265,0,Cret. Upr,STEELE,35.7,,,,,,
2511245,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.268122,-106.205543,2000,0,0,0,0,155,17,Cret. Upr,NIOBRARA,32.7,,,,,,
2511246,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.277775,-106.183976,2000,834,834,0,0,366,653,Cret. Upr,SHANNON,35.7,,,,,,
2511247,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.312129,-106.204036,2000,0,0,0,0,61,19,Cret. Upr,NIOBRARA,35.7,,,,,,
2511248,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.282810,-106.200375,2000,398,398,0,0,366,427,Cret. Upr,SHANNON,35.7,,,,,,
2511250,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281068,-106.198214,2000,49,49,0,0,193,195,Cret. Upr,SHANNON,35.7,,,,,,
2511252,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.300883,-106.196967,2000,491,491,0,0,366,136,Cret. Upr,SHANNON,35.7,,,,,,
2511254,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283658,-106.179406,2000,233,233,0,0,360,0,Cret. Upr,SHANNON,35.0,,,,,,
2511256,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.297355,-106.192089,2000,10,10,0,0,20,0,Cret. Upr,STEELE,35.7,,,,,,
2511257,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.282660,-106.197799,2000,180,180,0,0,246,1024,Cret. Upr,SHANNON,35.7,,,,,,
2511258,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283885,-106.196453,2000,251,251,0,0,349,404,Cret. Upr,SHANNON,35.7,,,,,,
2511259,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.301059,-106.191598,2000,373,373,0,0,366,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511260,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.301292,-106.194029,2000,1059,1059,0,0,184,0,Cret. Upr,SHANNON,35.7,,,,,,
2511262,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.282848,-106.195196,2000,635,635,0,0,366,1048,Cret. Upr,SHANNON,35.7,,,,,,
2511263,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.285574,-106.195413,2000,162,162,0,0,366,398,Cret. Upr,SHANNON,35.7,,,,,,
2511264,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.285145,-106.195161,2000,100,100,0,0,366,168,Cret. Upr,SHANNON,35.7,,,,,,
2511271,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.284421,-106.195067,2000,356,356,0,0,366,1321,Cret. Upr,SHANNON,35.7,,,,,,
2511272,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.283431,-106.195083,2000,209,209,0,0,366,83,Cret. Upr,SHANNON,35.7,,,,,,
2511273,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.295584,-106.198703,2000,247,247,0,0,122,6418,Cret. Upr,SHANNON,35.7,,,,,,
2511274,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.249079,-106.184055,2000,1232,1232,0,0,366,0,Cret. Upr,NIOBRARA,35.7,,,,,,
2511275,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.304820,-106.197106,2000,104,104,0,0,184,81,Cret. Upr,NIOBRARA,35.7,,,,,,
2511276,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.297495,-106.196699,2000,921,921,0,0,366,1086,Cret. Upr,SHANNON,35.7,,,,,,
2511277,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.285209,-106.191848,2000,406,406,0,0,366,770,Cret. Upr,SHANNON,35.7,,,,,,
2511279,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.268993,-106.188889,2000,15,15,0,0,122,0,Cret. Upr,SHANNON,35.7,,,,,,
2511281,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.290747,-106.194335,2000,36,36,0,0,62,253,Cret. Upr,SHANNON,35.7,,,,,,
2511282,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.282120,-106.198611,2000,151,151,0,0,345,1021,Cret. Upr,SHANNON,35.7,,,,,,
2511283,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.281153,-106.195442,2000,891,891,0,0,340,4776,Cret. Upr,SHANNON,35.7,,,,,,
2511284,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.288612,-106.197447,2000,86,86,0,0,153,38,Cret. Upr,SHANNON,35.7,,,,,,
2511285,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.288199,-106.197690,2000,116,116,0,0,171,173,Cret. Upr,SHANNON,35.7,,,,,,
2511287,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.289295,-106.196423,2000,345,345,0,0,366,612,Cret. Upr,SHANNON,35.7,,,,,,
2511288,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.287319,-106.201676,2000,215,215,0,0,366,2425,Cret. Upr,SHANNON,35.7,,,,,,
2511293,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.289143,-106.194458,2000,16,16,0,0,60,66,Cret. Upr,SHANNON,5.9,,,,,,
2511294,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.288165,-106.195459,2000,288,288,0,0,327,1371,Cret. Upr,SHANNON,32.7,,,,,,
2511295,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.291218,-106.193660,2000,244,244,0,0,184,1430,Cret. Upr,SHANNON,35.7,,,,,,
2511296,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.290953,-106.192307,2000,104,104,0,0,366,35,Cret. Upr,SHANNON,35.7,,,,,,
2511299,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.302638,-106.191884,2000,940,940,0,0,184,172,Cret. Upr,SHANNON,35.7,,,,,,
2511315,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.278293,-106.201611,2000,221,221,0,0,274,404,Cret. Upr,SHANNON,35.7,,,,,,
2511318,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.277388,-106.201432,2000,41,41,0,0,366,281,Cret. Upr,SHANNON,35.7,,,,,,
2511320,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279919,-106.197742,2000,214,214,0,0,365,161,Cret. Upr,SHANNON,35.7,,,,,,
2511321,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.280121,-106.196686,2000,215,215,0,0,366,1068,Cret. Upr,SHANNON,35.7,,,,,,
2511323,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.278681,-106.196954,2000,49,49,0,0,193,1281,Cret. Upr,SHANNON,35.7,,,,,,
2511324,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279833,-106.194981,2000,405,405,0,0,344,1033,Cret. Upr,SHANNON,35.7,,,,,,
2511325,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.279115,-106.195752,2000,19,19,0,0,153,48,Cret. Upr,SHANNON,35.7,,,,,,
2511329,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.287105,-106.197627,2000,0,0,0,0,495,0,Cret. Upr,SHANNON,20.8,,,,,,
2511368,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.291604,-106.210614,2000,0,0,0,0,297,0,Cret. Upr,STEELE,26.7,,,,,,
2511377,NATRONA COUNTY HOLDINGS LLC,TEAPOT NAVAL RESERVE,43.247344,-106.184652,2000,784,784,0,0,364,0,Cret. Upr,STEELE,35.7,,,,,,
2512709,FDL OPERATING LLC,SALT CREEK,43.397205,-106.288576,2000,1154,1081,73,438,366,309868,Cret. Upr,WALL CREEK-2,,,,,,,
2520010,SYNERGY OFFSHORE LLC,POISON SPIDER WEST,42.839108,-106.869999,2000,5351,195,5156,30937,341,0,Cret. Upr,MESAVERDE,43.3,,,,,,
2520047,FDL OPERATING LLC,SALT CREEK,43.362149,-106.236552,2000,2609,2609,0,0,359,42237,Cret. Upr,WALL CREEK-2,12.0,,,,,,
2520059,SYNERGY OFFSHORE LLC,POISON SPIDER WEST,42.839090,-106.869170,2000,678,0,678,4069,366,0,Cret. Upr,CODY,42.1,,,,,,
2520073,V A RESOURCES LLC,SCHRADER FLATS,42.624923,-106.635920,2000,220,220,0,0,37,0,Jurassic,SUNDANCE,33.3,,,,,,
2520075,RELIABLE OIL & GAS INC,SMOKY GAP,43.390000,-106.430500,2000,181,181,0,0,14,0,Cret. Upr,NIOBRARA,33.6,,,,,,
2520079,BLACK BEAR OIL CORPORATION,MIDWAY,42.993719,-106.279772,2000,822,822,0,0,226,15811,Cret. Lwr,MUDDY-DAKOTA,19.8,,,,,,
2520080,ROBERT HAWKINS INC,SMOKY GAP,43.408830,-106.396535,2000,0,0,0,0,990,0,Cret. Upr,NIOBRARA,,,,,,,
2520107,SUNSHINE VALLEY PETROLEUM,GEARY NORTH,42.906619,-106.187190,2000,499,479,20,117,239,317,Cret. Lwr,MUDDY-DAKOTA,5.7,,,,,,
